monthly_spending,premium_subscription,income,age,urban_area,family_size,free_trial_banner,income_z,age_center,online_preference_raw,online_preference,free_trial_banner_index,free_trial_banner_prob,premium_index,premium_segment,premium1_prob,premium0_prob,premium1,premium0,ind_type,error0,error1,base_spending,g0_obs,g0_unobs,g0,treatment_effect_structural,g1_obs,g1_unobs,g1,monthly_spending0,monthly_spending1,TE,CATE
11721.117829807523,1,38452.71941150437,24.0,1,2,0,-1.0856306033005616,-1.1,1.349036483286856,0.793972060365802,-0.6533783619803368,0.25675619247270887,-0.1418708098557242,0.0,0.6475139270396092,0.4645916672131765,1,1,Always taker,292.6424024516581,-1953.7436569084591,3954.1617458742976,3954.1617458742976,1936.9806040184599,5891.142349892758,5405.780442256061,9359.942188130359,4314.919298585623,13674.861486715981,6183.784752344416,11721.117829807523,5537.333077463107,7783.719136823223
10911.269376834327,1,108953.09236291295,27.0,1,2,1,0.9973454465835871,-0.8,-0.6350184031377605,0.3463735026385838,0.5124072679501523,0.695816997283483,0.46310795948257755,0.0,0.8042556876754132,0.6137512110454358,1,1,Always taker,602.0667319329121,-2927.5858686211072,8763.765433446506,8763.765433446506,-942.271397860593,7821.494035585913,7190.072353772237,15953.837787218743,-2114.98254176331,13838.855245455434,8423.560767518824,10911.269376834327,2487.708609315503,6017.361209869521
8642.447791471805,0,76228.39034764419,53.0,1,1,0,0.2829784980519925,1.8,0.552143386197232,0.634632729871017,-0.4042129011688046,0.3430280837859683,-1.8369269329435602,0.0,0.2521973985401992,0.13741514433609098,0,0,Never taker,3628.345925694758,-2350.28117166168,4192.6930198377795,4192.6930198377795,821.4088459392661,5014.1018657770455,4748.923559156505,8941.616578994284,1844.7667866850577,10786.383365679341,8642.447791471805,8436.102194017662,-206.345597454143,5772.281499902296
1.0,0,31158.82039996152,52.0,1,1,0,-1.5062947139180913,1.7,-1.904957428040504,0.12954841949765247,-1.4497768283508545,0.07356038159409317,-3.4871108009300915,0.0,0.06081872455639505,0.029681200795336916,0,0,Never taker,-2537.8623301884313,2036.0818044783866,1657.931607602386,1657.931607602386,-2645.8605890451986,-987.9289814428125,4140.683893648356,5798.615501250742,-5847.398548843919,-48.78304759317689,1.0,1987.2987568852097,1986.2987568852097,939.1459338496356
7228.550017637341,0,49548.133697612044,48.0,0,3,0,-0.5786002519685347,1.3,0.723940036933483,0.6734740492911393,-1.5811601511811209,0.0569207120669702,-1.1261801020332725,0.0,0.4070485393745983,0.24486673828998168,0,0,Never taker,1904.1121970822473,-1102.4294849658509,4253.549685039332,4253.549685039332,1070.8881355157614,5324.437820555093,5171.431834503797,9424.98151954313,2401.987344968232,11826.96886451136,7228.550017637341,10724.53937954551,3495.9893619081686,6502.531043956267
10946.686159738785,1,151103.1913091787,31.0,1,2,1,1.651436537097151,-0.4,-1.4201649682453135,0.19463572307790145,0.7928619222582909,0.7860708628092883,0.27444990893334353,0.0,0.7728457025317289,0.5681850232590265,1,1,Always taker,1716.4423211526828,-2837.525093548466,10631.50682330745,10631.50682330745,-2030.8935220895105,8600.61330121794,7672.537889541967,18304.04471284942,-4519.833459562169,13784.21125328725,10317.055622370623,10946.686159738785,629.6305373681625,5183.597952069311
6677.221827121336,0,19666.272237601737,28.0,1,3,0,-2.4266792433930746,-0.7,0.4100276261389526,0.6010945030597453,-1.8100075460358447,0.03514730848432228,0.6576567134823489,1.0,0.8465321021325511,0.6587338053636748,0,0,Never taker,1635.554249104235,1949.8997577599675,4429.450945758657,4429.450945758657,612.2166322584433,5041.667578017101,7470.766152141821,11900.217097900479,1376.0750191065044,13276.292117006982,6677.221827121336,15226.19187476695,8548.970047645613,8234.624538989881
10891.476331300104,1,53398.80709062602,30.0,0,4,0,-0.4289126288561782,-0.5,0.0725515396877003,0.5181299330363172,-1.2273475773137068,0.10984599031306436,-0.4589815812312866,0.0,0.5722454404065754,0.38722744888969474,1,1,Always taker,-4234.211587209185,-709.8915468302413,5493.859213929777,5493.859213929777,108.81140576033461,5602.670619690111,5862.690953125422,11356.5501670552,244.81771107514498,11601.367878130346,1368.459032480926,10891.476331300104,9523.017298819177,5998.697258440235
14743.659664754785,1,124612.98948157876,46.0,0,1,0,1.2659362587055334,1.1,0.9410028977027074,0.7193021935577854,0.06156175522331997,0.5245440829717668,-0.5612940349691375,0.0,0.5959711479484717,0.36324809789734525,1,1,Always taker,-2178.6066424711685,1019.0173130742032,5393.620323381917,5393.620323381917,1379.607284818278,6773.227608200195,5242.85416832543,10636.474491707348,3088.167859973234,13724.64235168058,4594.620965729027,14743.659664754785,10149.038699025758,6951.414743480385
17556.92967755271,1,42900.11557066818,42.0,1,2,0,-0.8667404022651013,0.7,1.5299129346170957,0.8219935751520913,-1.026044241359061,0.1524353654264039,-0.15371626268785143,0.0,0.6448056243968501,0.4616464249966023,1,1,Always taker,1915.4211907908393,2871.3691452069284,4429.374497168624,4429.374497168624,2173.9000849212784,6603.274582089902,5425.395502606464,9854.769999775088,4830.790532570693,14685.560532345782,8518.695772880741,17556.92967755271,9038.23390467197,8082.28595025588
